0,1,2,3,4
885,00:00:27.043,2,1,on/off road
886,00:00:27.063,2,1,on/off road
887,00:00:27.083,2,1,on/off road
890,00:00:27.103,3,1,on/off road
891,00:00:27.163,3,1,on/off road
892,00:00:27.183,3,1,on/off road
895,00:00:27.243,1,1,on/off road
896,00:00:27.263,1,1,on/off road
898,00:00:27.283,1,1,on/off road
901,00:00:27.343,2,1,on/off road
903,00:00:27.363,2,1,on/off road
904,00:00:27.383,2,1,on/off road
907,00:00:27.442,3,1,on/off road
908,00:00:27.482,3,1,on/off road
911,00:00:27.542,2,1,on/off road
913,00:00:27.582,2,1,on/off road
916,00:00:27.642,3,1,on/off road
917,00:00:27.682,3,1,on/off road
922,00:00:27.782,2,1,on/off road
925,00:00:27.822,4,1,on/off road
926,00:00:27.862,4,1,on/off road
927,00:00:27.882,4,1,on/off road
929,00:00:27.942,2,1,on/off road
931,00:00:27.982,2,1,on/off road
934,00:00:28.002,2,1,on/off road
935,00:00:28.042,2,1,on/off road
937,00:00:28.062,2,1,on/off road
938,00:00:28.082,2,1,on/off road
939,00:00:28.102,2,1,on/off road
940,00:00:28.142,2,1,on/off road
942,00:00:28.182,2,1,on/off road
945,00:00:28.222,2,1,on/off road
946,00:00:28.242,2,1,on/off road
947,00:00:28.262,2,1,on/off road
948,00:00:28.282,2,1,on/off road
951,00:00:28.342,3,0,on/off road
952,00:00:28.362,3,0,on/off road
954,00:00:28.382,3,0,on/off road
956,00:00:28.422,3,0,on/off road
957,00:00:28.442,3,0,on/off road
960,00:00:28.462,1,0,on/off road
961,00:00:28.482,3,0,on/off road
962,00:00:28.582,3,0,on/off road
963,00:00:28.602,3,0,on/off road
971,00:00:28.742,3,0,on/off road
972,00:00:28.762,3,0,on/off road
974,00:00:28.802,3,0,on/off road
976,00:00:28.842,2,0,on/off road
977,00:00:28.882,3,0,on/off road
978,00:00:28.902,3,0,on/off road
980,00:00:28.942,1,0,on/off road
982,00:00:28.962,1,0,on/off road
983,00:00:29.001,1,0,on/off road
986,00:00:29.041,1,0,on/off road
987,00:00:29.081,1,0,on/off road
988,00:00:29.101,1,0,on/off road
990,00:00:29.141,2,0,on/off road
991,00:00:29.161,3,0,on/off road
992,00:00:29.181,3,0,on/off road
993,00:00:29.201,3,0,on/off road
995,00:00:29.241,3,0,on/off road
996,00:00:29.301,3,0,on/off road
1000,00:00:29.381,3,0,on/off road
1001,00:00:29.401,3,0,on/off road
1004,00:00:29.421,4,0,on/off road
1005,00:00:29.481,4,0,on/off road
1006,00:00:29.501,4,0,on/off road
1009,00:00:29.561,3,0,on/off road
1011,00:00:29.601,3,0,on/off road
1014,00:00:29.661,4,0,on/off road
1015,00:00:29.701,4,0,on/off road
1019,00:00:29.781,3,0,on/off road
1021,00:00:29.801,3,0,on/off road
1022,00:00:29.821,3,0,on/off road
1026,00:00:29.901,3,0,on/off road
1028,00:00:29.921,3,0,on/off road
1030,00:00:29.961,3,0,on/off road
1032,00:00:30.001,3,0,on/off road
1033,00:00:30.021,3,0,on/off road
1036,00:00:30.081,4,0,on/off road
1037,00:00:30.121,4,0,on/off road
1040,00:00:30.141,4,0,on/off road
1041,00:00:30.201,4,0,on/off road
1042,00:00:30.221,4,0,on/off road
1045,00:00:30.241,4,0,on/off road
1046,00:00:30.301,4,0,on/off road
1047,00:00:30.321,4,0,on/off road
1051,00:00:30.401,4,0,on/off road
1052,00:00:30.421,4,0,on/off road
1054,00:00:30.481,5,0,on/off road
1055,00:00:30.501,5,0,on/off road
1056,00:00:30.521,5,0,on/off road
1058,00:00:30.541,5,0,on/off road
1059,00:00:30.561,6,0,on/off road
1060,00:00:30.580,6,0,on/off road
1061,00:00:30.620,6,0,on/off road
1064,00:00:30.640,3,0,on/off road
1065,00:00:30.700,3,0,on/off road
1066,00:00:30.720,3,0,on/off road
1070,00:00:30.780,5,0,on/off road
1071,00:00:30.800,5,0,on/off road
1072,00:00:30.820,5,0,on/off road
1074,00:00:30.860,3,0,on/off road
1075,00:00:30.900,3,0,on/off road
1076,00:00:30.920,3,0,on/off road
1080,00:00:31.100,3,0,on/off road
1081,00:00:31.120,3,0,on/off road
1082,00:00:31.140,3,0,on/off road
1083,00:00:31.160,3,0,on/off road
1087,00:00:31.260,3,0,on/off road
1090,00:00:31.280,2,0,on/off road
1091,00:00:31.300,2,0,on/off road
1092,00:00:31.340,2,0,on/off road
1093,00:00:31.360,2,0,on/off road
1096,00:00:31.420,2,1,on/off road
1097,00:00:31.460,2,1,on/off road
1100,00:00:31.520,3,0,on/off road
1101,00:00:31.540,3,0,on/off road
1103,00:00:31.560,3,0,on/off road
1107,00:00:31.620,2,1,on/off road
1108,00:00:31.660,2,1,on/off road
1109,00:00:31.680,2,1,on/off road
1111,00:00:31.760,5,0,vehicle
1113,00:00:31.780,2,1,on/off road
1114,00:00:31.820,3,1,on/off road
1115,00:00:31.840,2,1,on/off road
1117,00:0031.880,2,1,on/off road
1121,00:00:31.960,1,1,on/off road
1123,00:0031.980,1,1,on/off road
1127,00:00:32.080,2,0,on/off road
1132,00:00:32.179,2,0,on/off road
1135,00:00:32.219,3,0,on/off road
1136,00:00:32.239,3,0,on/off road
1137,00:00:32.279,3,0,on/off road
1140,00:00:32.299,3,0,on/off road
1141,00:00:32.379,3,0,on/off road
1144,00:00:32.399,2,0,on/off road
1145,00:00:32.439,2,0,on/off road
1146,00:00:32.479,2,0,on/off road
1149,00:00:32.539,2,0,vehicle
1150,00:00:32.579,2,0,vehicle
1151,00:00:32.599,2,0,vehicle
1154,00:00:32.679,3,0,vehicle
1155,00:00:32.699,3,0,vehicle
1158,00:00:32.759,4,0,on/off road
1159,00:00:32.799,4,0,on/off road
1162,00:00:32.839,2,1,on/off road
1163,00:00:32.879,2,1,on/off road
1164,00:00:32.899,2,1,on/off road
1168,00:00:32.959,4,0,on/off road
1170,00:00:32.999,4,0,on/off road
1173,00:00:33.039,4,0,on/off road
1175,00:00:33.099,2,0,on/off road
1177,00:00:33.139,2,0,on/off road
1178,00:00:33.199,2,0,on/off road
1180,00:00:33.219,2,0,on/off road
1183,00:00:33.259,2,0,vehicle
1184,00:00:33.279,2,0,vehicle
1185,00:00:33.319,2,0,vehicle
1187,00:00:33.359,3,0,vehicle
1188,00:00:33.399,3,0,vehicle
1190,00:00:33.419,3,0,vehicle
1192,00:00:33.459,3,0,vehicle
1193,00:00:33.479,3,0,vehicle
1194,00:00:33.499,3,0,vehicle
1195,00:00:33.519,3,0,vehicle
1198,00:00:33.559,3,0,vehicle
1199,00:00:33.599,3,0,vehicle
1200,00:00:33.619,3,0,vehicle
1202,00:00:33.659,2,0,vehicle
1203,00:00:33.679,2,0,vehicle
1205,00:00:33.718,2,0,vehicle
1209,00:00:33.798,4,0,vehicle
1211,00:00:33.818,4,0,vehicle
1215,00:00:33.898,5,0,vehicle
1216,00:00:33.918,5,0,vehicle
1219,00:00:33.958,4,0,vehicle
1220,00:00:34.018,4,0,vehicle
1221,00:00:34.038,4,0,vehicle
1222,00:00:34.138,5,0,vehicle
1224,00:00:34.178,5,0,vehicle
1228,00:00:34.258,4,0,vehicle
1229,00:00:34.278,4,0,vehicle
1233,00:00:34.338,4,0,vehicle
1234,00:00:34.378,4,0,vehicle
1237,00:00:34.418,3,1,vehicle
1238,00:00:34.478,3,1,vehicle
1241,00:00:34.538,5,0,vehicle
1243,00:00:34.578,5,0,vehicle
1246,00:00:34.638,4,0,vehicle
1247,00:00:34.678,5,0,vehicle
1251,00:00:34.738,2,1,on/off road
1252,00:00:34.798,2,1,on/off road
1254,00:00:34.878,3,0,on/off road
1256,00:00:34.938,3,0,on/off road
1258,00:00:34.958,1,1,on/off road
1259,00:00:35.018,2,0,on/off road
1260,00:00:35.058,2,0,on/off road
1261,00:00:35.078,2,0,on/off road
1264,00:00:35.158,2,1,on/off road
1265,00:00:35.198,2,1,on/off road
1268,00:00:35.218,2,1,on/off road
1269,00:00:35.257,2,1,on/off road
1270,00:00:35.297,4,1,on/off road
1273,00:00:35.337,3,1,on/off road
1275,00:00:35.477,3,1,on/off road
1276,00:00:35.497,3,1,on/off road
1279,00:00:35.557,2,1,vehicle
1280,00:00:35.577,2,1,vehicle
1281,00:00:35.597,2,1,vehicle
1290,00:00:35.857,3,0,vehicle
1293,00:00:35.937,3,0,vehicle
1294,00:00:36.257,3,0,vehicle
1295,00:00:36.577,3,0,vehicle
1297,00:00:36.996,3,0,on/off road
1298,00:00:37.196,3,0,on/off road
1302,00:00:37.556,1,1,vehicle
1303,00:00:37.716,1,1,vehicle
1306,00:00:38.755,3,0,on/off road
1307,00:00:39.095,3,0,on/off road
1308,00:00:39.115,3,0,on/off road
1309,00:00:39.215,3,0,on/off road
1313,00:00:41.034,1,0,on/off road
1314,00:00:41.054,1,0,on/off road
1317,00:00:41.154,3,1,vehicle
1319,00:00:41.214,3,1,vehicle
1320,00:00:41.234,3,1,vehicle
1323,00:00:41.394,4,0,on/off road
1324,00:00:41.753,4,0,on/off road
1325,00:00:41.813,4,0,on/off road
1327,00:00:42.173,1,0,vehicle
1328,00:00:42.953,1,0,vehicle
1330,00:00:42.973,1,0,vehicle
1332,00:00:43.013,1,0,on/off road
1333,00:00:43.392,1,0,on/off road
1334,00:00:43.532,1,0,on/off road
1337,00:00:43.572,1,1,on/off road
1338,00:00:43.632,1,1,on/off road
1340,00:00:43.712,1,1,on/off road
1342,00:00:43.852,2,0,vehicle
1343,00:00:43.932,2,0,vehicle
1347,00:00:44.212,3,0,vehicle
1348,00:00:44.252,3,0,vehicle
1349,00:00:44.612,3,0,vehicle
1353,00:00:44.771,2,0,on/off road
1355,00:00:44.891,3,0,on/off road
1357,00:00:44.931,3,0,on/off road
1359,00:00:45.071,0,1,on/off road
1362,00:00:45.291,2,0,on/off road
1363,00:00:45.391,2,0,on/off road
1366,00:00:45.511,2,0,on/off road
1368,00:00:45.691,2,0,on/off road
1371,00:00:45.731,2,0,on/off road
1372,00:00:45.811,2,0,on/off road
1375,00:00:45.851,3,0,on/off road
1377,00:00:45.911,3,0,on/off road
1380,00:00:45.951,3,0,on/off road
1381,00:00:45.971,3,0,on/off road
1382,00:00:45.991,3,0,on/off road
1383,00:00:46.011,3,0,on/off road
1385,00:00:46.031,3,0,on/off road
1386,00:00:46.051,3,0,on/off road
1387,00:00:46.071,3,0,on/off road
1388,00:00:46.091,3,0,on/off road
1389,00:00:46.111,3,0,on/off road
1392,00:00:46.990,4,0,vehicle
1393,00:00:47.070,4,0,vehicle
1394,00:00:47.090,4,0,vehicle
1397,00:00:47.790,1,1,on/off road
1398,00:00:47.810,1,1,on/off road
1399,00:00:47.849,1,1,on/off road
1402,00:00:47.889,1,1,on/off road
1403,00:00:47.969,1,1,on/off road
1404,00:00:49.548,1,1,on/off road
1406,00:00:49.568,1,1,on/off road
1409,00:00:49.688,1,1,on/off road
1410,00:00:49.768,1,1,on/off road
1413,00:00:49.828,1,0,on/off road
1415,00:00:49.888,1,0,on/off road
1418,00:00:50.088,1,1,on/off road
1419,00:00:50.288,1,1,on/off road
1420,00:00:50.348,1,1,on/off road
1424,00:00:50.468,1,0,on/off road
1425,00:00:50.488,1,0,on/off road
1426,00:00:50.508,1,0,on/off road
1430,00:00:50.588,2,0,on/off road
1431,00:00:50.608,2,0,on/off road
1432,00:00:50.648,2,0,on/off road
1435,00:00:50.728,1,0,on/off road
1437,00:00:50.768,1,0,on/off road
1440,00:00:51.007,2,2,on/off road
1441,00:00:51.087,2,2,on/off road
1445,00:00:51.127,1,2,on/off road
1446,00:00:51.187,1,2,on/off road
1447,00:00:51.227,1,2,on/off road
1451,00:00:51.387,1,2,on/off road
1452,00:00:51.407,1,2,on/off road
1456,00:00:51.647,1,2,on/off road
1461,00:00:51.707,1,3,on/off road
1462,00:00:51.847,1,3,on/off road
1466,00:00:52.526,1,2,on/off road
1468,00:00:52.606,1,5,on/off road
1469,00:00:53.306,1,5,on/off road
1470,00:00:53.566,1,5,on/off road
1471,00:00:53.606,1,5,on/off road
1475,00:00:54.485,1,0,on/off road
1476,00:00:54.885,1,0,on/off road
1478,00:00:55.904,1,1,on/off road
1479,00:00:55.924,1,1,on/off road
1480,00:00:55.944,1,1,on/off road
1481,00:00:55.964,1,1,on/off road
1485,00:00:56.284,3,0,on/off road
1486,00:00:56.324,5,0,on/off road
1487,00:00:56.664,5,0,on/off road
1489,00:00:57.204,2,1,on/off road
1490,00:00:57.244,2,1,on/off road
1491,00:00:57.263,2,1,on/off road
1492,00:00:57.283,2,1,on/off road
1493,00:00:57.303,2,1,on/off road
1495,00:00:57.383,3,0,on/off road
1497,00:00:57.423,3,0,on/off road
1498,00:00:57.463,3,0,on/off road
1501,00:00:57.543,7,0,on/off road
1502,00:00:57.583,7,0,on/off road
1506,00:00:57.643,6,0,on/off road
1507,00:00:57.723,6,0,on/off road
1508,00:00:57.803,6,0,on/off road
1511,00:00:57.863,7,0,on/off road
1512,00:00:57.903,7,0,on/off road
1514,00:00:57.923,7,0,on/off road
1515,00:00:57.983,7,0,on/off road
1517,00:00:58.143,7,0,on/off road
1520,00:00:58.183,7,0,on/off road
1522,00:00:58.263,4,1,on/off road
1524,00:00:58.303,3,0,on/off road
1526,00:00:58.383,3,0,on/off road
1527,00:00:58.423,3,0,on/off road
1529,00:00:58.463,5,1,on/off road
1531,00:00:58.563,5,0,on/off road
1532,00:00:58.603,5,0,on/off road
1534,00:00:58.623,5,0,on/off road
1536,00:00:58.663,4,0,on/off road
1537,00:00:58.703,4,0,on/off road
1538,00:00:58.743,4,0,on/off road
1539,00:00:58.763,4,0,on/off road
1541,00:00:58.842,6,1,on/off road
1543,00:00:58.902,6,1,on/off road
1544,00:00:58.942,6,1,on/off road
1547,00:00:59.002,6,1,on/off road
1548,00:00:59.022,6,1,on/off road
1549,00:00:59.062,6,1,on/off road
1552,00:00:59.122,7,1,on/off road
1553,00:00:59.162,7,1,on/off road
1556,00:00:59.202,6,1,on/off road
1557,00:00:59.242,6,1,on/off road
1558,00:00:59.282,6,1,on/off road
1559,00:00:59.322,6,1,on/off road
1561,00:00:59.362,6,2,on/off road
1562,00:00:59.402,6,2,on/off road
1564,00:00:59.422,6,2,on/off road
1567,00:00:59.502,3,1,on/off road
1568,00:00:59.522,3,1,on/off road
1570,00:00:59.542,5,0,on/off road
1571,00:00:59.622,5,0,on/off road
1572,00:00:59.662,5,0,on/off road
1576,00:00:59.702,5,3,on/off road
1577,00:00:59.862,5,3,on/off road
1581,00:01:00.062,3,2,on/off road
1583,00:01:00.122,3,2,on/off road
1584,00:01:00.242,3,2,on/off road
1587,00:01:00.262,3,3,on/off road
1588,00:01:00.342,3,3,on/off road
1589,00:01:00.362,3,3,on/off road
1593,00:01:00.461,3,3,on/off road
1595,00:01:00.501,3,3,on/off road
1597,00:01:00.561,3,3,on/off road
1600,00:01:00.641,3,4,on/off road
1601,00:01:00.721,3,4,on/off road
1603,00:01:00.761,3,4,on/off road
1606,00:01:00.781,3,4,on/off road
1607,00:01:00.861,3,4,on/off road
1608,00:01:00.901,3,4,on/off road
1611,00:01:00.941,2,2,on/off road
1612,00:01:01.021,2,2,on/off road
1615,00:01:01.061,4,3,on/off road
1616,00:01:01.261,4,3,on/off road
1617,00:01:01.621,4,3,on/off road
1618,00:01:01.901,4,3,on/off road
1621,00:01:02.280,6,1,on/off road
1623,00:01:02.300,6,1,on/off road
1626,00:01:02.380,6,1,vehicle
1627,00:01:02.420,6,1,vehicle
1630,00:01:02.480,6,1,vehicle
1631,00:01:02.500,6,1,vehicle
1632,00:01:02.540,6,1,vehicle
1634,00:01:02.660,6,1,vehicle
1636,00:01:03.460,6,1,vehicle
1640,00:01:03.519,4,0,on/off road
1641,00:01:03.559,4,0,on/off road
1643,00:01:03.599,4,0,on/off road
1644,00:01:03.639,4,0,on/off road
1646,00:01:03.659,4,0,on/off road
1648,00:01:03.699,5,0,vehicle
1649,00:01:03.739,5,0,vehicle
1650,00:01:03.759,5,0,vehicle
1654,00:01:03.839,4,1,vehicle
1656,00:01:03.879,4,1,vehicle
1658,00:01:03.939,4,1,vehicle
1659,00:01:03.959,4,1,vehicle
1660,00:01:03.999,4,1,vehicle
1664,00:01:04.039,5,2,person
1665,00:01:04.099,5,2,person
1666,00:01:04.459,5,2,person
1669,00:01:04.499,3,0,on/off road
1670,00:01:04.539,3,0,on/off road
1671,00:01:04.619,3,0,on/off road
1675,00:01:04.639,5,0,vehicle
1676,00:01:04.679,5,0,vehicle
1677,00:01:04.759,5,0,vehicle
1680,00:01:05.698,3,1,on/off road
1681,00:01:05.878,2,1,on/off road
1684,00:01:05.918,3,1,on/off road
1685,00:01:05.958,3,0,on/off road
1686,00:01:05.978,3,1,on/off road
1687,00:01:05.998,3,1,on/off road
1690,00:01:06.058,3,1,on/off road
1691,00:01:06.078,3,1,on/off road
1694,00:01:06.118,3,1,on/off road
1695,00:01:06.837,3,1,on/off road
1696,00:01:06.997,3,1,on/off road
1698,00:01:07.037,3,1,on/off road
1701,00:01:07.097,4,2,on/off road
1703,00:01:07.137,4,2,on/off road
1707,00:01:07.197,3,2,on/off road
1710,00:01:07.217,4,2,on/off road
1711,00:01:07.237,4,2,on/off road
1713,00:01:07.297,4,2,on/off road
1714,00:01:07.317,4,2,on/off road
1715,00:01:07.337,4,2,on/off road
1718,00:01:07.417,4,1,on/off road
1719,00:01:07.657,4,1,on/off road
1721,00:01:07.677,4,1,on/off road
1722,00:01:08.037,4,1,on/off road
1724,00:01:08.137,4,1,on/off road
1726,00:01:08.197,4,1,on/off road
1727,00:01:08.236,4,1,on/off road
1731,00:01:08.356,4,2,on/off road
1732,00:01:08.376,4,2,on/off road
1734,00:01:08.496,4,2,on/off road
1735,00:01:08.816,4,2,on/off road
1737,00:01:08.836,4,2,on/off road
1739,00:01:09.656,4,2,on/off road
1740,00:01:09.716,4,2,on/off road
1743,00:01:10.075,3,0,on/off road
1744,00:01:10.095,3,0,on/off road
1746,00:01:10.415,3,0,on/off road
1748,00:01:10.915,5,1,on/off road
1749,00:01:10.955,5,1,on/off road
1752,00:01:11.035,6,1,on/off road
1754,00:01:11.075,6,1,on/off road
1756,00:01:11.115,4,0,on/off road
1758,00:01:11.215,5,1,vehicle
1759,00:01:11.235,5,1,vehicle
1760,00:01:11.255,5,1,vehicle
1761,00:01:11.275,6,1,on/off road
1764,00:01:11.295,7,1,vehicle
1765,00:01:11.374,6,1,vehicle
1766,00:01:11.394,7,1,vehicle
1769,00:01:11.414,6,1,on/off road
1770,00:01:11.454,6,1,on/off road
1771,00:01:11.534,6,1,on/off road
1775,00:01:11.574,6,1,on/off road
1776,00:01:11.654,6,2,on/off road
1777,00:01:11.674,6,1,on/off road
1780,00:01:12.314,6,3,on/off road
1781,00:01:12.334,6,3,on/off road
1782,00:01:12.394,6,3,on/off road
1786,00:01:12.514,7,3,on/off road
1789,00:01:12.594,6,2,on/off road
1790,00:01:12.674,6,2,on/off road
1791,00:01:12.754,6,2,on/off road
1794,00:01:12.874,6,2,___
1795,00:01:12.894,6,2,___
1796,00:01:12.914,6,2,___
1799,00:01:12.953,7,4,on/off road
1800,00:01:13.073,7,4,on/off road
1804,00:01:13.213,7,3,vehicle
1805,00:01:13.233,7,3,vehicle
1808,00:01:13.253,7,2,vehicle
1812,00:01:13.333,7,2,on/off road
1813,00:01:13.373,7,2,on/off road
1815,00:01:13.433,7,2,on/off road
1816,00:01:13.513,7,2,on/off road
1818,00:01:13.533,8,3,on/off road
1819,00:01:13.553,8,3,on/off road
1820,00:01:13.613,8,3,on/off road
1821,00:01:13.633,8,3,on/off road
1824,00:01:13.733,6,2,on/off road
1825,00:01:13.753,6,2,on/off road
1827,00:01:13.773,6,1,on/off road
1828,00:01:13.913,6,1,on/off road
1829,00:01:13.933,6,1,on/off road
1832,00:01:14.013,6,1,on/off road
1834,00:01:14.133,6,1,on/off road
1837,00:01:14.153,6,1,on/off road
1838,00:01:14.233,6,1,on/off road
1839,00:01:14.273,8,1,on/off road
1842,00:01:14.453,9,1,on/off road
1843,00:01:14.492,9,1,on/off road
1845,00:01:14.532,9,1,on/off road
1847,00:01:14.652,8,1,on/off road
1848,00:01:14.692,9,1,on/off road
1852,00:01:14.732,7,1,on/off road
1853,00:01:14.752,7,1,on/off road
1855,00:01:14.892,7,1,on/off road
1859,00:01:14.972,7,1,on/off road
1860,00:01:14.992,7,1,on/off road
1863,00:01:15.092,7,2,vehicle
1864,00:01:15.132,7,2,vehicle
1866,00:01:15.172,5,2,on/off road
1867,00:01:15.212,5,2,on/off road
1868,00:01:15.252,5,2,on/off road
1872,00:01:15.332,8,1,vehicle
1873,00:01:15.352,8,1,vehicle
1875,00:01:15.372,9,2,on/off road
1877,00:01:15.392,9,2,on/off road
1878,00:01:15.412,9,2,on/off road
1879,00:01:15.452,9,1,on/off road
1882,00:01:15.492,6,2,on/off road
1883,00:01:15.572,6,2,on/off road
1884,00:01:15.692,6,2,on/off road
1887,00:01:15.752,2,3,on/off road
1888,00:01:15.772,2,3,on/off road
1889,00:01:15.792,2,3,on/off road
1892,00:01:15.892,4,1,on/off road
1893,00:01:15.932,5,1,on/off road
1897,00:01:16.012,5,1,on/off road
1898,00:01:16.032,5,1,on/off road
1900,00:01:16.051,5,1,on/off road
1901,00:01:16.111,5,1,on/off road
1902,00:01:16.131,5,1,on/off road
1903,00:01:16.171,5,1,on/off road
1906,00:01:16.231,5,1,on/off road
1907,00:01:16.291,5,1,on/off road
1910,00:01:16.311,5,1,on/off road
1911,00:01:16.351,5,1,on/off road
1912,00:01:16.391,5,1,on/off road
1915,00:01:16.451,6,0,on/off road
1916,00:01:16.471,6,0,on/off road
1917,00:01:16.491,6,0,on/off road
1918,00:01:16.511,6,0,on/off road
1920,00:01:16.531,6,0,on/off road
1921,00:01:16.551,6,0,on/off road
1922,00:01:16.591,6,0,on/off road
1924,00:01:16.611,6,0,on/off road
1927,00:01:16.671,6,0,on/off road
1928,00:01:16.711,6,0,on/off road
1930,00:01:16.751,6,0,on/off road
1931,00:01:16.771,6,0,on/off road
1932,00:01:16.791,6,0,on/off road
1933,00:01:16.811,6,0,on/off road
1936,00:01:16.891,6,0,on/off road
1937,00:01:16.911,6,0,on/off road
1939,00:01:16.951,6,0,on/off road
1940,00:01:16.991,6,0,on/off road
1942,00:01:17.011,6,0,on/off road
1945,00:01:17.151,6,0,vehicle
1947,00:01:17.191,6,0,vehicle
1949,00:01:17.211,7,0,vehicle
1950,00:01:17.271,7,0,vehicle
1951,00:01:17.291,7,0,vehicle
1953,00:01:17.611,5,0,vehicle
1955,00:01:17.650,5,0,vehicle
1957,00:01:17.690,5,3,on/off road
1958,00:01:17.750,5,3,on/off road
1960,00:01:17.770,5,3,on/off road
1963,00:01:17.850,6,2,vehicle
1964,00:01:17.870,6,2,vehicle
1966,00:01:17.910,6,2,vehicle
1967,00:01:17.930,6,2,vehicle
1968,00:01:17.950,6,2,vehicle
1969,00:01:17.970,6,2,vehicle
1972,00:01:18.010,5,2,vehicle
1973,00:01:18.050,5,2,vehicle
1975,00:01:18.070,5,2,vehicle
1978,00:01:18.110,4,2,vehicle
1979,00:01:18.130,4,2,vehicle
1980,00:01:18.150,4,2,vehicle
1981,00:01:18.170,4,2,vehicle
1984,00:01:18.190,4,4,on/off road
1985,00:01:18.250,4,4,on/off road
1986,00:01:18.270,4,4,on/off road
1990,00:01:18.330,4,2,vehicle
1992,00:01:18.370,4,2,vehicle
1996,00:01:18.470,5,3,vehicle
1999,00:01:18.510,5,3,vehicle
2000,00:01:18.530,5,3,vehicle
2002,00:01:18.570,5,3,vehicle
2004,00:01:18.610,4,2,vehicle
2006,00:01:18.670,4,2,vehicle
2009,00:01:18.710,4,4,vehicle
2010,00:01:18.750,4,4,vehicle
2012,00:01:18.770,3,4,on/off road
2014,00:01:18.810,3,4,on/off road
2015,00:01:18.830,3,4,on/off road
2018,00:01:18.850,3,6,on/off road
2019,00:01:18.870,3,6,on/off road
2022,00:01:18.970,3,6,on/off road
2025,00:01:19.010,3,4,on/off road
2026,00:01:19.050,3,4,on/off road
2027,00:01:19.070,3,4,on/off road
2030,00:01:19.130,3,2,on/off road
2031,00:01:19.170,3,2,on/off road
2035,00:01:19.190,3,2,on/off road
2036,00:01:19.249,4,4,on/off road
2037,00:01:19.269,4,4,on/off road
2040,00:01:19.309,4,2,on/off road
2041,00:01:19.369,4,2,on/off road
2044,00:01:19.449,1,5,on/off road
2045,00:01:19.469,1,5,on/off road
2047,00:01:19.509,2,5,on/off road
2048,00:01:19.549,2,5,on/off road
2050,00:01:19.569,2,5,on/off road
2053,00:01:19.589,2,5,on/off road
2054,00:01:19.649,2,5,on/off road
2055,00:01:19.669,2,5,on/off road
2056,00:01:19.709,2,2,on/off road
2057,00:01:19.729,2,2,on/off road
2058,00:01:19.749,2,2,on/off road
2059,00:01:19.769,2,3,on/off road
2062,00:01:19.829,2,1,on/off road
2063,00:01:19.869,2,1,on/off road
2067,00:01:19.929,1,2,on/off road
2068,00:01:19.969,1,2,on/off road
2071,00:01:20.029,0,3,on/off road
2073,00:01:20.049,1,2,vehicle
2074,00:01:20.069,1,2,vehicle
2075,00:01:20.129,0,3,on/off road
2076,00:01:20.149,0,2,on/off road
2077,00:01:20.169,0,2,on/off road
2079,00:01:20.209,0,2,on/off road
2080,00:01:20.229,0,2,on/off road
2081,00:01:20.249,0,2,on/off road
2082,00:01:20.269,0,2,on/off road
2084,00:01:20.309,0,2,on/off road
2085,00:01:20.349,0,2,on/off road
2086,00:01:20.369,0,2,on/off road
2088,00:01:20.409,0,1,on/off road
2089,00:01:20.429,0,1,on/off road
2090,00:01:20.449,0,1,on/off road
2092,00:01:20.469,0,1,on/off road
2093,00:01:20.489,0,1,on/off road
2094,00:01:20.509,0,1,on/off road
2095,00:01:20.549,0,1,on/off road
2096,00:01:20.569,0,1,on/off road
2100,00:01:20.629,2,0,vehicle
2101,00:01:20.649,2,0,vehicle
2102,00:01:20.669,2,0,vehicle
2104,00:01:20.689,1,0,vehicle
2105,00:01:20.768,1,0,vehicle
2109,00:01:20.828,0,3,on/off road
2110,00:01:20.848,0,3,on/off road
2111,00:01:20.868,0,3,on/off road
2112,00:01:20.888,0,3,on/off road
2113,00:01:20.908,0,3,on/off road
2114,00:01:21.168,0,3,on/off road
2115,00:01:21.748,0,3,on/off road
2118,00:01:21.808,0,8,on/off road
2121,00:01:21.948,1,8,on/off road
2123,00:01:22.048,0,6,
2124,00:01:22.188,0,6,
2125,00:01:22.248,0,5,
2129,00:01:22.288,0,5,on/off road
2130,00:01:22.347,0,5,on/off road
2131,00:01:22.407,0,5,on/off road
2133,00:01:22.427,0,5,on/off road
2134,00:01:22.627,0,5,on/off road
2135,00:01:22.707,0,5,on/off road
2137,00:01:22.867,0,7,on/off road
2138,00:01:23.267,0,6,on/off road
2139,00:01:23.287,0,6,on/off road
2143,00:01:23.347,0,6,on/off road
2144,00:01:23.567,0,6,on/off road
2146,00:01:23.587,0,6,on/off road
2147,00:01:23.627,0,6,on/off road
2148,00:01:23.687,0,6,on/off road
2151,00:01:23.787,0,7,on/off road
2152,00:01:23.807,0,7,on/off road
2153,00:01:23.986,0,7,on/off road
2157,00:01:24.446,1,9,on/off road
2159,00:01:24.486,1,9,on/off road
2162,00:01:24.526,0,7,on/off road
2163,00:01:24.646,0,7,on/off road
2164,00:01:24.686,0,7,on/off road
2167,00:01:24.966,1,9,on/off road
2168,00:01:25.006,1,9,on/off road
2170,00:01:25.026,1,9,on/off road
2171,00:01:25.106,1,9,on/off road
2173,00:01:25.146,1,9,on/off road
2176,00:01:25.166,3,7,on/off road
2177,00:01:25.186,3,7,on/off road
2178,00:01:25.246,2,8,on/off road
2180,00:01:25.306,2,6,vehicle
2181,00:01:25.426,2,6,vehicle
